chunk_id,source,source_label,num,section_path,titre,texte,etat,date_debut,date_fin,legiarti_id,url
d73-609-77,decret_73_609,Décret n° 73-609,77,,,"Les épreuves du diplôme des métiers du notariat ont lieu au moins une fois par an dans le site d'enseignement où les enseignements ont été suivis ou dans un site situé à proximité désigné comme centre d'examen par le conseil d'administration de l'Institut national des formations notariales. Les personnes ayant suivi la formation à distance, en application de l'article 89, subissent l'examen dans le centre d'examen désigné par le conseil d'administration de l'Institut national des formations notariales. Le programme et les modalités de ces épreuves sont fixés par l'Institut national des formations notariales sous réserve de l'approbation du garde des sceaux, ministre de la justice. Dans chaque centre d'examen, les épreuves sont subies devant un jury prévu à l'article 78.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256614,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256614
d73-609-79,decret_73_609,Décret n° 73-609,79,,,L'organisation matérielle des épreuves du diplôme des métiers du notariat est assurée par l'Institut national des formations notariales. Le succès à l'examen donne droit à la délivrance du diplôme des métiers du notariat par l'Institut national des formations notariales.,VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256618,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256618
d73-609-87,decret_73_609,Décret n° 73-609,87,,,L'Institut national des formations notariales organise un enseignement à distance dans le cadre de la formation professionnelle initiale et continue des notaires et des collaborateurs des offices de notaires. Les modalités de cet enseignement à distance sont précisées dans le règlement intérieur de l'Institut national des formations notariales prévu à l'article 102.,VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256622,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256622
d73-609-89,decret_73_609,Décret n° 73-609,89,,,Les personnes qui désirent suivre à distance tout ou partie des enseignements de la formation professionnelle initiale doivent y être autorisées par le directeur général de l'Institut national des formations notariales. Cette autorisation est accordée aux personnes qui justifient ne pas pouvoir suivre régulièrement les enseignements dans les sites dédiés.,VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256625,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256625
d73-609-91,decret_73_609,Décret n° 73-609,91,,,L'Institut national des formations notariales peut admettre à suivre certains de ses enseignements à distance les membres et le personnel des autres professions judiciaires et juridiques ainsi que les membres et le personnel d'autres professions dont les activités sont en rapport avec celles de la profession notariale.,VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256627,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256627
d73-609-106,decret_73_609,Décret n° 73-609,106,,,"L'Institut national des formations notariales peut recevoir, en vertu de conventions, des sommes provenant de versements faits par les notaires au titre de l'article 14 de la loi susvisée du 16 juillet 1971. Ces sommes ne peuvent être affectées qu'aux actions de formation continue des notaires et de leurs collaborateurs.",VIGUEUR,2018-10-01,2999-01-01,LEGIARTI000037256666,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037256666
d73-609-50,decret_73_609,Décret n° 73-609,50,,,"Les demandes portant sur des zones mentionnées au I de l'article 52 de la loi n° 2015-990 du 6 août 2015 pour la croissance, l'activité et l'égalité des chances économiques peuvent être déposées à compter du premier jour ouvré du deuxième mois suivant la publication de la carte prévue à cet article, à 14 heures (heure de Paris), et durant un délai de dix-huit mois à compter de cette date. Les demandes portant sur des zones mentionnées au III de l'article 52 de la loi n° 2015-990 du 6 août 2015 susmentionnée peuvent être déposées à compter du premier jour ouvré du huitième mois suivant la publication de la carte prévue à cet article, à 14 heures (heure de Paris), et durant un délai de douze mois à compter de cette date.",VIGUEUR,2018-11-12,2999-01-01,LEGIARTI000037602125,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037602125
d73-609-7-2,decret_73_609,Décret n° 73-609,7-2,,,"Les demandes de dispense et d'admission prévues aux articles 4, 5, 7 et 7-1 sont adressées à l'Institut national des formations notariales, par téléprocédure. L'Institut national des formations notariales en informe le bureau du Conseil supérieur du notariat qui peut formuler des observations.",VIGUEUR,2021-01-01,2999-01-01,LEGIARTI000042180850,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000042180850
d73-609-7,decret_73_609,Décret n° 73-609,7,,,"I.-Les personnes titulaires du diplôme de premier clerc de notaire ou du diplôme des métiers du notariat depuis au moins six ans sont dispensées des conditions prévues aux 5° et 6° de l'article 3 dès lors qu'elles ont exercé pendant neuf années au moins des activités professionnelles auprès d'un notaire ou pendant cinq années au moins des activités professionnelles auprès d'un notaire et pendant quatre années au moins, des activités professionnelles dans un organisme statutaire du notariat, ou dans un organisme notarial d'enseignement ou de recherche. Les personnes titulaires de l'un des diplômes prévus au 5° de l'article 3 ainsi que du diplôme de premier clerc de notaire ou du diplôme des métiers du notariat depuis au moins quatre ans sont dispensées de la condition prévue au 6° de l'article 3, dès lors qu'elles ont exercé pendant quatre années au moins des activités professionnelles auprès d'un notaire ou pendant deux années au moins des activités professionnelles auprès d'un notaire et pendant deux années au moins, des activités professionnelles dans un organisme statutaire du notariat, ou dans un organisme notarial d'enseignement ou de recherche. Sont également dispensées de la condition prévue au 6° de l'article 3 les personnes remplissant la condition prévue au 5° du même article, qui ont effectué au moins six ans de stage dans un office de notaire et qui ont subi avec succès les épreuves écrites de la partie finale de l'examen d'aptitude aux fonctions de notaire prévu par les articles 35 à 40 du présent décret dans la rédaction antérieure à celle que lui a donnée le décret n° 89-399 du 20 juin 1989 modifiant le décret n° 73-609 du 5 juillet 1973 relatif à la formation professionnelle dans le notariat et aux conditions d'accès aux fonctions de notaire. Les personnes visées aux alinéas précédents doivent, en outre, avoir subi avec succès les épreuves d'un examen de contrôle des connaissances techniques devant le jury national prévu à l'article 6. Le programme et les modalités de cet examen sont arrêtés par l'Institut national des formations notariales après consultation du bureau du Conseil supérieur du notariat et de l'Institut national des formations notariales. Cet examen comporte notamment une épreuve permettant d'évaluer les connaissances de l'intéressé en matière de gestion d'un office de notaire, de déontologie et de discipline notariales. II.-Nul ne peut se présenter aux épreuves de l'examen de contrôle des connaissances techniques s'il n'a suivi la préparation dispensée à cette fin par l'Institut national des formations notariales dont les modalités et le programme pédagogique d'enseignement sont définis par arrêté du garde des sceaux après avis du bureau du Conseil supérieur du notariat et de l'Institut national des formations notariales. Ce programme d'enseignement inclut un module consacré à la gestion d'un office de notaire, la déontologie et la discipline notariales. La préparation mentionnée au premier alinéa du présent II peut être suivie dans les deux ans qui précèdent la possibilité pour les candidats de se présenter à l'examen de contrôle des connaissances techniques. Une préparation acquise demeure valable jusqu'à l'expiration de la troisième année civile qui suit celle de sa validation. L'admission à subir les épreuves de l'examen est prononcée par le garde des sceaux, ministre de la justice. Nul ne peut se présenter plus de trois fois à l'examen de contrôle des connaissances techniques. Un certificat d'aptitude aux fonctions de notaire est décerné aux personnes ayant subi avec succès l'examen de contrôle des connaissances prévu au présent article. III.-Pour l'application de l'avant-dernier alinéa du II, les présentations à l'examen de contrôle des connaissances techniques antérieures au 11 juin 2008 ne sont prises en compte que si elles sont intervenues au cours de trois sessions consécutives.",VIGUEUR,2021-01-01,2999-01-01,LEGIARTI000042180856,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000042180856
d73-609-5,decret_73_609,Décret n° 73-609,5,,,"La durée de pratique professionnelle prévue à l'article précédent est fixée par le garde des sceaux, ministre de la justice. Elle ne peut être inférieure à un an. L'Institut national des formations notariales peut, après avis du bureau du Conseil supérieur du notariat, décider qu'il y a lieu de faire subir à l'intéressé un examen de contrôle des connaissances techniques. Le programme et les modalités de cet examen sont arrêtés par le garde des sceaux, ministre de la justice, qui consulte préalablement le bureau du Conseil supérieur du notariat et l'Institut national des formations notariales. Cet examen comporte notamment une épreuve permettant d'évaluer les connaissances de l'intéressé en matière de gestion d'un office de notaire, de déontologie et de discipline notariales. Nul ne peut se présenter plus de trois fois à l'examen de contrôle des connaissances techniques.",VIGUEUR,2021-01-01,2999-01-01,LEGIARTI000042180860,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000042180860
d73-609-53,decret_73_609,Décret n° 73-609,53,,,"Dans les zones mentionnées au I de l'article 52 de la loi n° 2015-990 du 6 août 2015 susmentionnée, le garde des sceaux, ministre de la justice, nomme les demandeurs au regard des recommandations dont est assortie la carte et suivant l'ordre d'enregistrement de leur demande. Toutefois, lorsque le nombre des demandes de création d'office enregistrées dans les vingt-quatre heures suivant la date d'ouverture du dépôt des demandes précisée à l'article 50 du présent décret est supérieur, pour une même zone, aux recommandations, l'ordre de ces demandes est déterminé par tirage au sort en présence d'un représentant du Conseil supérieur du notariat dans les conditions prévues par un arrêté du garde des sceaux, ministre de la justice. Ces tirages au sort ne peuvent être effectués qu'à l'issue du délai de deux mois après la date d'ouverture des candidatures prévu au cinquième alinéa de l'article 52. Lorsqu'une demande est tirée au sort, le demandeur indique, par téléprocédure sur le site internet du ministère de la justice, selon des modalités fixées par arrêté du garde des sceaux, s'il maintient sa demande dans un délai de dix jours francs suivant la publication du procès-verbal du tirage au sort. Passé ce délai, il est réputé avoir y avoir renoncé. Cette renonciation entraîne la caducité de l'ensemble des demandes de création d'office déposées par l'intéressé en application du I de l'article 52 de la loi n° 2015-990 du 6 août 2015 susmentionnée.",VIGUEUR,2021-08-27,2999-01-01,LEGIARTI000042198433,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000042198433
d73-609-113,decret_73_609,Décret n° 73-609,113,,,"La liste des candidats admis à concourir est arrêtée par le garde des sceaux, ministre de la justice, et publiée au Journal officiel. Seuls peuvent être admis à se présenter au concours les candidats qui remplissent la condition prévue au 6° de l'article 3 ou qui en sont dispensés et qui ont en outre accompli les deux années de stage ou de pratique professionnelle dans un office de notaire des Cours d'appel de Colmar ou de Metz. Nul ne peut être admis à se présenter après trois échecs.",VIGUEUR,2020-12-13,2999-01-01,LEGIARTI000042663860,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000042663860
d73-609-55-1,decret_73_609,Décret n° 73-609,55-1,,,"Lorsque le demandeur nommé à un office créé est déclaré démissionnaire en application au I de l'article 61 du décret n° 2022-900 du 17 juin 2022 relatif à la déontologie et à la discipline des officiers ministériels, l'office créé auquel il avait été nommé est supprimé par arrêté du garde des sceaux, ministre de la justice.",VIGUEUR,2022-07-01,2999-01-01,LEGIARTI000045937315,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000045937315
d73-609-3,decret_73_609,Décret n° 73-609,3,,,"Nul ne peut être nommé notaire s'il ne remplit les conditions suivantes : 1° Etre français ou ressortissant d'un autre Etat membre de l'Union européenne ou d'un autre Etat partie à l'accord sur l'Espace économique européen ; 2° N'avoir pas été l'auteur de faits contraires à l'honneur et à la probité ; 3° N'avoir pas été l'auteur d'agissements de même nature ayant donné lieu à mise à la retraite d'office ou à une sanction disciplinaire ou administrative de destitution, radiation, révocation, retrait d'agrément ou d'autorisation ; 4° N'avoir pas été frappé de faillite personnelle ou de l'interdiction prévue à l'article L. 653-8 du code de commerce ; 5° Avoir obtenu un diplôme national de master en droit ou l'un des diplômes admis en dispense pour l'exercice de la profession de notaire par arrêté conjoint du garde des sceaux, ministre de la justice, et du ministre chargé de l'enseignement supérieur ; 6° Etre titulaire du diplôme d'études supérieures de notariat, du diplôme de notaire ou du diplôme supérieur de notariat.",VIGUEUR,2022-10-09,2999-01-01,LEGIARTI000046387343,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387343
d73-609-6,decret_73_609,Décret n° 73-609,6,,,"Les épreuves de l'examen de contrôle sont subies devant un jury national composé ainsi qu'il suit : Un magistrat de l'ordre judiciaire en activité ou honoraire, président ; Un professeur des universités ou un maître de conférences chargé d'un enseignement juridique, en activité ou émérite ; Deux notaires exerçant à titre individuel ou en qualité d'associé ; Un notaire salarié ou un collaborateur des offices de notaire, qu'il soit ou non en activité, remplissant les conditions d'aptitude exigées pour être nommé notaire. En cas de partage égal des voix, celle du président est prépondérante. Les membres du jury sont désignés par arrêté du garde des sceaux, ministre de la justice, sur proposition, en ce qui concerne le professeur ou le maître de conférences, du ministre chargé de l'enseignement supérieur et après avis, en ce qui concerne respectivement les notaires exerçant à titre individuel ou en qualité d'associé, le notaire salarié ou le collaborateur, du conseil supérieur du notariat et des organisations syndicales les plus représentatives. Des membres suppléants sont désignés en nombre égal dans les mêmes conditions. Le président et les membres du jury sont nommés pour une durée de trois ans, renouvelable deux fois. Toutefois, si un membre du jury vient à cesser ses fonctions avant l'expiration de la durée normale de son mandat, il est pourvu, dans le délai de trois mois, à son remplacement. En ce cas, les fonctions du nouveau membre expirent à la date à laquelle auraient cessé celles du membre qu'il a remplacé.",VIGUEUR,2022-10-09,2999-01-01,LEGIARTI000046387348,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387348
d73-609-7-1,decret_73_609,Décret n° 73-609,7-1,,,"Peuvent être nommées notaires sans remplir les conditions de diplôme, de stage ou d'examens professionnels prévues à l'article 3 les personnes qui ont suivi avec succès un cycle d'études postsecondaires d'une durée minimale de trois ans, ou d'une durée équivalente à temps partiel dans une université ou dans un établissement d'enseignement supérieur ou dans un autre établissement d'un niveau équivalent de formation et, le cas échéant, la formation professionnelle requise en plus de ce cycle d'études et qui justifient : 1° De diplômes, certificats ou autres titres permettant l'exercice de la profession dans un Etat membre de l'Union européenne ou dans un autre Etat partie à l'accord sur l'Espace économique européen délivrés : a) Soit par l'autorité compétente de cet Etat et sanctionnant une formation acquise de façon prépondérante dans l'Espace économique européen ; b) Soit par un pays tiers, à condition que soit fournie une attestation émanant de l'autorité compétente de l'Etat membre ou partie qui a reconnu les diplômes, certificats ou autres titres certifiant que leur titulaire a une expérience professionnelle de trois ans au moins dans cet Etat ; 2° Ou de l'exercice à plein temps de la profession pendant deux ans au moins au cours des dix années précédentes dans un Etat membre ou partie qui ne réglemente pas l'accès ou l'exercice de cette profession à condition que cet exercice soit attesté par l'autorité compétente de cet Etat. Toutefois, la condition d'une expérience professionnelle de deux ans n'est pas exigée lorsque le ou les titres de formation détenus par le demandeur sanctionnent une formation réglementée directement orientée vers l'exercice de la profession. Sauf si les connaissances qu'il a acquises au cours de son expérience professionnelle sont de nature à rendre cette vérification inutile, l'intéressé doit subir devant le jury prévu à l'article 6 un examen d'aptitude dont le programme et les modalités sont fixés par arrêté du garde des sceaux, ministre de la justice : 1° Lorsque sa formation porte sur des matières substantiellement différentes de celles qui figurent aux programmes des diplômes et des examens professionnels mentionnés à l'article 3 ; 2° Ou lorsqu'une ou plusieurs des activités professionnelles dont l'exercice est subordonné à la possession de ces diplômes et examens ne sont pas réglementées dans l'Etat membre d'origine ou de provenance ou sont réglementées de manière différente et que cette différence est caractérisée par une formation spécifique requise dans l'Etat membre d'accueil portant sur des matières substantiellement différentes de celles couvertes par le diplôme dont le demandeur fait état. La liste des candidats admis à se présenter à cet examen est, après avis du bureau du Conseil supérieur du notariat, établie par l'Institut national des formations notariales. Sa décision précise, le cas échéant, les matières sur lesquelles les candidats doivent être interrogés compte tenu de leur formation initiale et de leur expérience professionnelle. Nul ne peut se présenter plus de trois fois à l'examen d'aptitude.",VIGUEUR,2022-10-09,2999-01-01,LEGIARTI000046387351,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387351
d73-609-25,decret_73_609,Décret n° 73-609,25,,,"Les personnes titulaires d'un des diplômes mentionnés au 6° de l'article 3 qui exercent une activité dans un office de notaire, sans avoir été nommées notaire, portent le titre de notaire assistant.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387359,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387359
d73-609-24,decret_73_609,Décret n° 73-609,24,,,"Le conseil d'administration de l'Institut national des formations notariales siégeant en commission disciplinaire peut, saisi par le directeur général, infliger à l'élève notaire une des sanctions suivantes : 1° L'avertissement ; 2° Le blâme ; 3° L'exclusion temporaire de la formation pour une durée maximum de deux ans ; 4° L'exclusion définitive de l'établissement. Le président de la commission disciplinaire informe l'intéressé des faits qui lui sont reprochés et assure le contradictoire en lui remettant l'intégralité des pièces composant le dossier de saisine et en l'invitant à produire, dans un délai qui ne peut être inférieur à quinze jours, ses observations écrites. Il convoque l'intéressé devant la commission afin qu'il puisse présenter ses observations orales. Cette convocation est reçue sept jours au moins avant la date à laquelle se tient la séance. Elle mentionne le droit, pour l'intéressé, de présenter des observations orales pendant la séance, le cas échéant par le conseil de son choix. Le règlement intérieur de l'Institut national des formations notariales prévu à l'article 102 précise, en tant que de besoin, la procédure prévue au présent article. La procédure prévue au présent article ne peut être engagée lorsque la procédure disciplinaire prévue au titre Ier du livre VIII de la troisième partie du code de l'éducation est mise en œuvre pour les mêmes faits.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387361,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387361
d73-609-23,decret_73_609,Décret n° 73-609,23,,,"Le directeur général de l'Institut national des formations notariales peut suspendre le déroulement du stage dans le cas où le stagiaire méconnaît gravement ses obligations ou commet des faits qui mettent en cause sa probité. Il en avise sans délai le stagiaire, son maître de stage, ainsi que le conseil d'administration de l'Institut national des formations notariales. Cette suspension est prise pour une durée maximale de deux mois ou, lorsqu'une procédure disciplinaire a été engagée, jusqu'au terme de celle-ci.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387365,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387365
d73-609-22,decret_73_609,Décret n° 73-609,22,,,"I.-Lors de leur stage, les étudiants portent le titre de notaire stagiaire. Ils sont inscrits sur un registre de stage, tenu à jour par l'Institut national des formations notariales. Le garde des sceaux, ministre de la justice, peut à tout moment demander communication de ce registre. II.-Le stagiaire participe à l'activité du maître de stage sous la direction et la responsabilité de celui-ci, sans pouvoir se substituer à lui pour les actes de sa profession, dans les conditions définies par l'Institut national des formations notariales, après consultation du Conseil supérieur du notariat.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387369,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387369
d73-609-21,decret_73_609,Décret n° 73-609,21,,,"L'Institut national des formations notariales organise l'affectation, le cas échéant avec le concours du Conseil supérieur du notariat, des étudiants qui n'ont pas trouvé de stage, prévu à l'article 20, dans un office de notaire.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387373,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387373
d73-609-20,decret_73_609,Décret n° 73-609,20,,,"Les étudiants effectuent leur formation en alternance avec un stage en étude de notaire sur une durée de vingt-quatre mois dans les conditions fixées par l'arrêté mentionné à l'article 9. Ce stage peut, à la demande du stagiaire et pour six mois au maximum, être effectué : 1° Auprès d'un avocat, d'un commissaire de justice, d'un administrateur judiciaire, d'un mandataire judiciaire à la liquidation des entreprises, d'un expert-comptable ou d'un commissaire aux comptes ; 2° Auprès d'une administration publique ou dans le service juridique ou fiscal d'une entreprise ; 3° Dans un organisme professionnel notarial d'enseignement, de documentation, de recherche ou d'assistance technique ; 4° Dans un pays étranger auprès d'une personne exerçant une profession judiciaire ou juridique réglementée. Sur dérogation du conseil d'administration de l'Institut national des formations notariales, la durée des travaux de pratique professionnelle effectués dans un pays étranger peut être portée de six mois à un an au maximum.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387377,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387377
d73-609-19,decret_73_609,Décret n° 73-609,19,,,"Les étudiants peuvent bénéficier d'une période de césure dans les conditions déterminées par l'arrêté prévu à l'article 9. Sous réserve des dispositions de cet arrêté, les dispositions des articles D. 611-13 et suivants du code de l'éducation lui sont applicables. Lors de la période de césure prévue au premier alinéa, l'Institut national des formations notariales peut proposer et mettre en œuvre, notamment par la voie de partenariats, des activités dites de spécialisation, qui peuvent notamment prendre la forme, en France ou à l'étranger, d'expériences professionnelles ou de formations, destinées à apporter aux étudiants des expériences ou compétences complémentaires à la formation.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387381,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387381
d73-609-18,decret_73_609,Décret n° 73-609,18,,,"Le jury des examens est ainsi composé : 1° Deux professeurs des universités ou maîtres de conférences, en activité ou émérites, chargés d'un enseignement juridique ; 2° Deux notaires en activité. En cas de partage égal des voix, celle du président est prépondérante. Le président de l'établissement public d'enseignement supérieur dans le ressort duquel se situe le site d'enseignement et avec lequel l'Institut national des formations notariales a passé convention nomme les personnes mentionnées au 1°. Il désigne parmi elles le président du jury. Les personnes mentionnées au 2° sont nommées par une délibération du conseil d'administration de l'Institut national des formations notariales. La durée du mandat des membres du jury est de trois ans, renouvelable une fois. Toutefois, si un membre du jury vient à cesser ses fonctions avant l'expiration de la durée normale de son mandat, il est pourvu, dans le délai de trois mois, à son remplacement. En ce cas, les fonctions du nouveau membre expirent à la date à laquelle auraient cessé celles du membre qu'il a remplacé. Des suppléants sont désignés en nombre égal et dans les mêmes conditions. Il peut être institué plusieurs jurys pour un même centre d'examen dans des conditions déterminées par les conventions mentionnées à l'article 8. Une même personne ne peut être simultanément membre du jury et de la commission nationale de sélection prévue à l'article 15.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387385,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387385
d73-609-17,decret_73_609,Décret n° 73-609,17,,,"Le directeur général de l'Institut national des formations notariales répartit les candidats admis entre les différents sites d'enseignement, dans la limite des capacités d'accueil définies dans les conventions mentionnées à l'article 8 et en tenant compte des souhaits exprimés par les étudiants.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387389,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387389
d73-609-16,decret_73_609,Décret n° 73-609,16,,,"La commission nationale de sélection prévue à l'article 15 comprend trois collèges composés comme suit : 1° Douze professeurs des universités ou maîtres de conférences chargés d'un enseignement juridique, en activité ou émérites, nommés sur proposition du ministre chargé de l'enseignement supérieur, dont l'un est le président ; 2° Douze notaires exerçant à titre individuel ou en qualité d'associé, nommés parmi les notaires figurant sur la liste prévue au second alinéa de l'article 11 sur proposition du Conseil supérieur du notariat ; 3° Quatre notaires salariés ou collaborateurs des offices de notaire remplissant les conditions d'aptitude exigées pour être nommé notaire, nommés sur proposition des organisations syndicales les plus représentatives. Des suppléants sont nommés en nombre égal et dans les mêmes conditions. Les membres de la commission nationale de sélection et, parmi eux, le président sont nommés par arrêté du garde des sceaux, ministre de la justice, pour une durée de quatre ans, renouvelable une fois. Toutefois, si un membre de la commission vient à cesser ses fonctions avant l'expiration de la durée normale de son mandat, il est pourvu, dans le délai de trois mois, à son remplacement. En ce cas, les fonctions du nouveau membre expirent à la date à laquelle auraient cessé celles du membre qu'il a remplacé. Si le nombre de candidats le justifie, chacun des collèges peut être complété, respectivement, par des professeurs des universités ou maîtres de conférence chargés d'un enseignement juridique, en activité ou émérites, des notaires exerçant à titre individuel ou en qualité d'associé et des notaires salariés ou collaborateurs d'office de notaire, proposés dans les conditions prévues aux 1° à 3° et nommés par arrêté du garde des sceaux, ministre de la justice. Le président de la commission peut décider de constituer, au sein de la commission, des sous-commissions chargées d'examiner les dossiers de candidature et de procéder à l'audition des candidats. Chaque sous-commission comprend des membres des trois collèges selon les proportions figurant aux 1° à 3°. Dans ce cas, le président désigne le professeur ou, à défaut, le maître de conférence, pour présider la ou les sous-commissions qu'il ne préside pas lui-même. La voix du président de chaque sous-commission est prépondérante en cas d'égalité. Le président de la commission est chargé d'organiser les travaux des sous-commissions et de veiller, afin d'assurer l'égalité des candidats, à l'harmonisation des critères de sélection et à la péréquation des appréciations. Il organise et procède à la délibération finale avec tous les membres de la commission. Il a voix prépondérante en cas d'égalité. Les membres de la commission nationale de sélection sont indemnisés dans les conditions fixées par le conseil d'administration de l'Institut national des formations notariales.",VIGUEUR,2023-09-01,2999-01-01,LEGIARTI000046387392,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387392
d73-609-15,decret_73_609,Décret n° 73-609,15,,,"Les candidats ne bénéficiant pas de l'admission de plein droit font l'objet d'une sélection effectuée par une commission nationale de sélection. Les modalités de cette sélection sont définies par un arrêté du garde des sceaux, ministre de la justice, et du ministre chargé de l'enseignement supérieur après avis de l'Institut national des formations notariales. Cette sélection tient compte de la nécessité de garantir la formation d'un nombre de professionnels suffisant pour couvrir les besoins prévisibles en services notariaux.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387395,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387395
d73-609-14,decret_73_609,Décret n° 73-609,14,,,"Un arrêté du garde des sceaux, ministre de la justice, et du ministre chargé de l'enseignement supérieur fixe le cahier des charges du diplôme national de master mentionné à l'article 13.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387399,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387399
d73-609-13,decret_73_609,Décret n° 73-609,13,,,"Sont admis de plein droit à cette formation les candidats titulaires d'un diplôme national de master mention “ droit notarial ” délivré au terme d'une formation qui a fait l'objet d'une convention conclue entre l'établissement public d'enseignement supérieur et l'Institut national des formations notariales dans des conditions fixées par arrêté du garde des sceaux, ministre de la justice, et du ministre de l'enseignement supérieur.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387403,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387403
d73-609-9,decret_73_609,Décret n° 73-609,9,,,"Le diplôme d'études supérieures de notariat est délivré par les établissements publics d'enseignement supérieur mentionnés à l'article 8, dans des conditions fixées par arrêté du garde des sceaux, ministre de la justice, et du ministre chargé de l'enseignement supérieur.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387407,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387407
d73-609-8,decret_73_609,Décret n° 73-609,8,,,"Les études supérieures de notariat sont assurées par l'Institut national des formations notariales et par les établissements publics d'enseignement supérieur qui ont conclu avec lui une convention à cette fin. Cette convention prévoit les modalités d'organisation et d'exercice des compétences partagées entre ces établissements dans des conditions fixées par arrêté du garde des sceaux, ministre de la justice, et du ministre chargé de l'enseignement supérieur.",VIGUEUR,2024-09-01,2999-01-01,LEGIARTI000046387409,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387409
d73-609-12,decret_73_609,Décret n° 73-609,12,,,"Pour être admis à la formation conduisant à la délivrance du diplôme de notaire d'études supérieures de notariat, les candidats doivent être titulaires de l'un des diplômes prévus au 5° de l'article 3.",VIGUEUR,2023-09-01,2999-01-01,LEGIARTI000046387411,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387411
d73-609-11,decret_73_609,Décret n° 73-609,11,,,"Le directeur du diplôme d'études supérieures de notariat et le directeur du site d'enseignement de l'Institut national des formations notariales désignent les membres de l'équipe enseignante selon les modalités fixées par la convention mentionnée à l'article 8. Sur proposition de l'Institut national des formations notariales, le Conseil supérieur du notariat dresse chaque année et tient à jour la liste des notaires habilités à faire partie de l'équipe enseignante.",VIGUEUR,2023-09-01,2999-01-01,LEGIARTI000046387414,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387414
d73-609-10,decret_73_609,Décret n° 73-609,10,,,"Le président de l'établissement signataire de la convention mentionnée à l'article 8 nomme le directeur du diplôme d'études supérieures de notariat, après avis du directeur général de l'Institut national des formations notariales.",VIGUEUR,2023-09-01,2999-01-01,LEGIARTI000046387416,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000046387416
